college,state_code,state_name,region,division,public_or_private,number_applications_received,number_applications_accepted,number_applications_not_accepted,percentage_applications_accepted,number_new_students_enrolled,percentage_new_students_from_top_10,percentage_new_students_from_top_25,number_ft_undergrad,number_pt_undergrad,in_state_tuition,out_of_state_tuition,room,board,additional_fees,estimated_book_costs,estimated_personal_spending,percentage_faculty_with_phd,student_faculty_ratio,graduation_rate
Marymount Manhattan College,NY,New York,Northeast,Middle Atlantic,private,695.0,535.0,160.0,76.98,239.0,21.0,30.0,988.0,785.0,10200.0,10200.0,7000.0,,125.0,350.0,1100.0,63.0,11.7,68.0
Mercy College,NY,New York,Northeast,Middle Atlantic,private,1518.0,1378.0,140.0,90.78,788.0,6.0,24.0,4266.0,1811.0,7200.0,7200.0,,,,500.0,800.0,67.0,13.8,
Molloy College,NY,New York,Northeast,Middle Atlantic,private,481.0,401.0,80.0,83.37,185.0,16.0,40.0,1402.0,579.0,8800.0,8800.0,,,345.0,800.0,6900.0,38.0,9.7,80.0
Medaille College,NY,New York,Northeast,Middle Atlantic,private,384.0,223.0,161.0,58.07,143.0,6.0,41.0,1146.0,236.0,8920.0,8920.0,2500.0,1900.0,80.0,800.0,2050.0,65.0,16.2,
Mount Saint Mary College,NY,New York,Northeast,Middle Atlantic,private,1170.0,695.0,475.0,59.4,238.0,14.0,48.0,1170.0,429.0,7470.0,7470.0,4600.0,,260.0,250.0,1400.0,74.0,15.3,88.0
Nazareth College of Rochester,NY,New York,Northeast,Middle Atlantic,private,947.0,798.0,149.0,84.27,266.0,36.0,68.0,1274.0,471.0,10850.0,10850.0,5150.0,,200.0,550.0,800.0,77.0,13.6,61.0
New York University,NY,New York,Northeast,Middle Atlantic,private,13594.0,7244.0,6350.0,53.29,2505.0,70.0,86.0,12408.0,2814.0,17748.0,17748.0,,,991.0,450.0,1000.0,87.0,7.8,71.0
Niagara University,NY,New York,Northeast,Middle Atlantic,private,2220.0,1796.0,424.0,80.9,467.0,65.0,99.0,1919.0,334.0,10320.0,10320.0,,,420.0,450.0,650.0,68.0,14.2,65.0
Nyack College,NY,New York,Northeast,Middle Atlantic,private,460.0,283.0,177.0,61.52,160.0,15.0,34.0,508.0,34.0,7950.0,7950.0,1680.0,2130.0,450.0,600.0,1200.0,35.0,11.6,55.0
Pace University,NY,New York,Northeast,Middle Atlantic,private,8256.0,3750.0,4506.0,45.42,1522.0,37.0,70.0,5809.0,4379.0,11100.0,11000.0,1340.0,3420.0,350.0,660.0,1115.0,90.0,13.8,62.0
Polytechnic University,NY,New York,Northeast,Middle Atlantic,private,1132.0,847.0,285.0,74.82,302.0,58.0,89.0,1379.0,214.0,16200.0,16200.0,,,280.0,436.0,2486.0,90.0,10.4,62.0
Pratt Institute,NY,New York,Northeast,Middle Atlantic,private,1181.0,903.0,278.0,76.46,292.0,,,1622.0,166.0,13975.0,13975.0,4360.0,2380.0,380.0,1500.0,630.0,,10.8,58.0
Rensselaer Polytechnic Institute,NY,New York,Northeast,Middle Atlantic,private,4996.0,4165.0,831.0,83.37,936.0,53.0,82.0,4291.0,16.0,17475.0,17475.0,,,550.0,1230.0,1100.0,94.0,15.4,70.0
Roberts Wesleyan College,NY,New York,Northeast,Middle Atlantic,private,459.0,422.0,37.0,91.94,212.0,,,932.0,107.0,10220.0,10220.0,1194.0,2352.0,214.0,520.0,1400.0,45.0,13.4,46.0
Rochester Institute of Technology,NY,New York,Northeast,Middle Atlantic,private,4704.0,3798.0,906.0,80.74,1381.0,30.0,59.0,7176.0,2578.0,13968.0,13968.0,2604.0,3066.0,261.0,500.0,875.0,,10.8,68.0
Daemen College,NY,New York,Northeast,Middle Atlantic,private,939.0,894.0,45.0,95.21,269.0,,,1378.0,522.0,7950.0,7950.0,,4150.0,320.0,600.0,,,23.8,
Sage Colleges,NY,New York,Northeast,Middle Atlantic,private,419.0,170.0,249.0,40.57,373.0,,,1022.0,169.0,,,,,,,,105.0,8.2,64.0
Sarah Lawrence College,NY,New York,Northeast,Middle Atlantic,private,1380.0,768.0,612.0,55.65,263.0,57.0,82.0,1000.0,105.0,19300.0,19300.0,4816.0,1878.0,264.0,600.0,700.0,89.0,6.1,83.0
Skidmore College,NY,New York,Northeast,Middle Atlantic,private,4293.0,2728.0,1565.0,63.55,591.0,25.0,62.0,2322.0,263.0,18710.0,18710.0,3170.0,2515.0,215.0,500.0,700.0,87.0,12.7,81.0
Siena College,NY,New York,Northeast,Middle Atlantic,private,2961.0,1932.0,1029.0,65.25,628.0,24.0,68.0,2669.0,616.0,10800.0,10800.0,2120.0,2980.0,310.0,575.0,1090.0,71.0,14.1,100.0
St. Bonaventure University,NY,New York,Northeast,Middle Atlantic,private,1489.0,1313.0,176.0,88.18,375.0,13.0,45.0,1688.0,131.0,10456.0,10456.0,2312.0,2615.0,395.0,500.0,1050.0,91.0,17.7,78.0
St. Francis College,NY,New York,Northeast,Middle Atlantic,private,1013.0,916.0,97.0,90.42,401.0,,,1562.0,695.0,6550.0,6550.0,,,150.0,450.0,,63.0,19.3,45.0
St. John Fisher College,NY,New York,Northeast,Middle Atlantic,private,1368.0,1064.0,304.0,77.78,354.0,19.0,51.0,1687.0,677.0,10570.0,10570.0,3550.0,2050.0,190.0,400.0,800.0,86.0,14.5,66.0
St. John's University,NY,New York,Northeast,Middle Atlantic,private,7775.0,2836.0,4939.0,36.48,2412.0,,,11785.0,1752.0,9400.0,9400.0,,,500.0,500.0,1350.0,72.0,29.3,65.0
St. Joseph's College,NY,New York,Northeast,Middle Atlantic,private,707.0,512.0,195.0,72.42,222.0,17.0,44.0,1671.0,1512.0,7350.0,7350.0,,,322.0,600.0,1500.0,52.0,13.6,74.0
St. Lawrence University,NY,New York,Northeast,Middle Atlantic,private,2753.0,1820.0,933.0,66.11,505.0,31.0,56.0,1801.0,45.0,18720.0,18720.0,2960.0,2770.0,420.0,650.0,825.0,90.0,11.5,85.0
St. Thomas Aquinas College,NY,New York,Northeast,Middle Atlantic,private,861.0,609.0,252.0,70.73,215.0,10.0,27.0,1117.0,815.0,8650.0,8650.0,,,150.0,500.0,1750.0,69.0,16.1,67.0
SUNY at Albany,NY,New York,Northeast,Middle Atlantic,public,13528.0,9198.0,4330.0,67.99,1843.0,16.0,61.0,10168.0,1231.0,2650.0,6550.0,2950.0,1405.0,295.0,700.0,1560.0,93.0,17.4,74.0
SUNY at Binghamton,NY,New York,Northeast,Middle Atlantic,public,14463.0,6166.0,8297.0,42.63,1757.0,60.0,94.0,8544.0,671.0,2650.0,6550.0,2690.0,1908.0,360.0,700.0,1000.0,83.0,18.0,80.0
SUNY at Stony Brook,NY,New York,Northeast,Middle Atlantic,public,12512.0,6969.0,5543.0,55.7,1724.0,27.0,66.0,9744.0,1351.0,2650.0,6550.0,4712.0,,295.0,600.0,1200.0,91.0,10.5,57.0
SUNY College at Brockport,NY,New York,Northeast,Middle Atlantic,public,7294.0,3564.0,3730.0,48.86,904.0,7.0,34.0,5758.0,1363.0,2650.0,6550.0,2760.0,1700.0,315.0,500.0,705.0,79.0,19.0,49.0
SUNY College at Buffalo,NY,New York,Northeast,Middle Atlantic,public,5318.0,3515.0,1803.0,66.1,1025.0,8.0,29.0,7626.0,2091.0,2650.0,6550.0,2680.0,1360.0,240.0,550.0,1230.0,71.0,18.7,42.0
SUNY College at Cortland,NY,New York,Northeast,Middle Atlantic,public,7888.0,3519.0,4369.0,44.61,1036.0,6.0,40.0,5011.0,346.0,2650.0,6550.0,2680.0,2000.0,316.0,630.0,1274.0,82.0,17.8,53.0
SUNY College at Fredonia,NY,New York,Northeast,Middle Atlantic,public,4877.0,2798.0,2079.0,57.37,814.0,13.0,48.0,4123.0,298.0,2650.0,6550.0,2500.0,1920.0,359.0,620.0,1481.0,82.0,16.3,66.0
SUNY College at Geneseo,NY,New York,Northeast,Middle Atlantic,public,8598.0,4562.0,4036.0,53.06,1143.0,56.0,93.0,5060.0,146.0,2650.0,6550.0,2620.0,1550.0,433.0,600.0,650.0,79.0,19.1,76.0
SUNY College at New Paltz,NY,New York,Northeast,Middle Atlantic,public,8399.0,3609.0,4790.0,42.97,656.0,19.0,53.0,4658.0,1478.0,2650.0,6550.0,1790.0,2450.0,271.0,550.0,1500.0,85.0,15.3,53.0
SUNY College at Oneonta,NY,New York,Northeast,Middle Atlantic,public,7500.0,4350.0,3150.0,58.0,872.0,,,4627.0,483.0,2650.0,6550.0,2300.0,2652.0,250.0,500.0,1350.0,70.0,17.1,60.0
SUNY College at Oswego,NY,New York,Northeast,Middle Atlantic,public,8000.0,4556.0,3444.0,56.95,1464.0,17.0,70.0,6943.0,869.0,2650.0,6550.0,2830.0,1980.0,311.0,500.0,1500.0,69.0,22.0,63.0
SUNY College at Plattsburgh,NY,New York,Northeast,Middle Atlantic,public,5549.0,3583.0,1966.0,64.57,853.0,9.0,40.0,5004.0,475.0,2650.0,6550.0,2520.0,1656.0,309.0,600.0,1380.0,80.0,17.9,65.0
SUNY College at Potsdam,NY,New York,Northeast,Middle Atlantic,public,3150.0,2289.0,861.0,72.67,650.0,16.0,51.0,3598.0,234.0,2650.0,6840.0,2750.0,1910.0,240.0,500.0,1000.0,71.0,15.1,59.0
Syracuse University,NY,New York,Northeast,Middle Atlantic,private,10477.0,7260.0,3217.0,69.29,2442.0,28.0,67.0,10142.0,117.0,15150.0,15150.0,3620.0,3250.0,360.0,635.0,960.0,73.0,11.3,67.0
Utica College of Syracuse University,NY,New York,Northeast,Middle Atlantic,private,1278.0,978.0,300.0,76.53,256.0,,,1525.0,798.0,12680.0,12680.0,,,90.0,525.0,1175.0,64.0,12.3,65.0
Union College,NY,New York,Northeast,Middle Atlantic,private,3495.0,1712.0,1783.0,48.98,528.0,49.0,84.0,1915.0,123.0,18732.0,18732.0,3297.0,2907.0,190.0,450.0,1024.0,94.0,11.5,88.0
United States Merchant Marine Academy,NY,New York,Northeast,Middle Atlantic,public,942.0,356.0,586.0,37.79,283.0,44.0,96.0,987.0,,,,,,4090.0,,75.0,68.0,12.8,71.0
United States Military Academy,NY,New York,Northeast,Middle Atlantic,public,13703.0,1610.0,12093.0,11.75,1212.0,59.0,92.0,4229.0,,,,,,2380.0,1100.0,,37.0,8.8,95.0
University of Rochester,NY,New York,Northeast,Middle Atlantic,private,8766.0,5498.0,3268.0,62.72,1243.0,56.0,75.0,5071.0,438.0,17840.0,17840.0,3978.0,2604.0,410.0,500.0,882.0,93.0,5.9,80.0
Vassar College,NY,New York,Northeast,Middle Atlantic,private,3550.0,1877.0,1673.0,52.87,653.0,53.0,87.0,2164.0,77.0,18920.0,18920.0,5950.0,,465.0,600.0,800.0,90.0,9.7,90.0
Wagner College,NY,New York,Northeast,Middle Atlantic,private,1416.0,1015.0,401.0,71.68,417.0,10.0,44.0,1324.0,117.0,13500.0,13500.0,5800.0,,,585.0,1700.0,67.0,13.2,75.0
Wells College,NY,New York,Northeast,Middle Atlantic,private,318.0,240.0,78.0,75.47,130.0,40.0,85.0,416.0,19.0,14900.0,14900.0,,,,600.0,500.0,93.0,8.3,69.0
Yeshiva University,NY,New York,Northeast,Middle Atlantic,private,1002.0,857.0,145.0,85.53,606.0,,,1948.0,42.0,12584.0,12584.0,2892.0,1300.0,270.0,520.0,1390.0,86.0,5.2,63.0
CUNY-York College,NY,New York,Northeast,Middle Atlantic,public,1432.0,1432.0,0.0,100.0,706.0,5.0,20.0,3932.0,2937.0,2450.0,5050.0,,,120.0,600.0,3364.0,75.0,18.9,26.0
CUNY- Baruch College,NY,New York,Northeast,Middle Atlantic,public,5377.0,2872.0,2505.0,53.41,1300.0,18.0,54.0,8247.0,4328.0,2450.0,5050.0,,,112.0,500.0,500.0,83.0,18.2,47.0
Long Island University at Brooklyn,NY,New York,Northeast,Middle Atlantic,private,3292.0,1317.0,1975.0,40.01,707.0,,,3520.0,673.0,10258.0,10258.0,2950.0,2620.0,485.0,700.0,1250.0,75.0,21.6,61.0
New York Institute of Technology,NY,New York,Northeast,Middle Atlantic,private,2531.0,1978.0,553.0,78.15,778.0,,,4730.0,2007.0,9190.0,9190.0,2980.0,2520.0,850.0,500.0,1250.0,74.0,18.6,53.0
SUNY College at Purchase,NY,New York,Northeast,Middle Atlantic,public,2119.0,1264.0,855.0,59.65,390.0,5.0,33.0,2478.0,1441.0,2650.0,6550.0,2990.0,1770.0,367.0,1125.0,1362.0,80.0,14.9,46.0
CUNY-Lehman College,NY,New York,Northeast,Middle Atlantic,public,1897.0,1384.0,513.0,72.96,768.0,9.0,32.0,4890.0,3777.0,2450.0,5050.0,,,112.0,500.0,1200.0,80.0,15.3,30.0
SUNY College at Old Westbury,NY,New York,Northeast,Middle Atlantic,public,1358.0,1328.0,30.0,97.79,370.0,,18.0,2992.0,1202.0,2150.0,5750.0,2990.0,1430.0,248.0,660.0,,67.0,25.3,22.0
SUNY at Buffalo,NY,New York,Northeast,Middle Atlantic,public,15039.0,9649.0,5390.0,64.16,3087.0,36.0,100.0,13963.0,3124.0,2650.0,6550.0,4731.0,,424.0,708.0,957.0,90.0,13.6,56.0
CUNY- Medgar Evers College,NY,New York,Northeast,Middle Atlantic,public,1289.0,1289.0,0.0,100.0,644.0,1.0,6.0,2343.0,2640.0,2100.0,2600.0,,,70.0,500.0,2700.0,64.0,16.5,36.0
SUNY Empire State College,NY,New York,Northeast,Middle Atlantic,public,2036.0,,,,1725.0,,,1596.0,4333.0,2650.0,6550.0,,,95.0,600.0,1650.0,58.0,15.1,
New School for Social Research,NY,New York,Northeast,Middle Atlantic,private,1914.0,1190.0,724.0,62.17,634.0,,,2609.0,1482.0,14710.0,14710.0,5520.0,2500.0,150.0,1300.0,1080.0,69.0,10.2,59.0
CUNY-College of Staten Island,NY,New York,Northeast,Middle Atlantic,public,2170.0,2170.0,0.0,100.0,1433.0,9.0,40.0,5949.0,4887.0,2450.0,5050.0,,,106.0,,,71.0,17.6,48.0
Art Academy of Cincinnati,OH,Ohio,Midwest,East North Central,private,130.0,82.0,48.0,63.08,33.0,,,199.0,31.0,8450.0,8450.0,,,370.0,1200.0,,11.0,7.5,
Ashland University,OH,Ohio,Midwest,East North Central,private,1454.0,1267.0,187.0,87.14,424.0,20.0,41.0,1874.0,757.0,11431.0,11431.0,2467.0,2217.0,260.0,600.0,1700.0,43.0,17.4,66.0
Baldwin-Wallace College,OH,Ohio,Midwest,East North Central,private,1690.0,1366.0,324.0,80.83,662.0,30.0,61.0,2718.0,1460.0,10995.0,10995.0,2235.0,2175.0,585.0,1000.0,1000.0,68.0,17.6,85.0
Bluffton College,OH,Ohio,Midwest,East North Central,private,692.0,514.0,178.0,74.28,209.0,20.0,50.0,760.0,81.0,9900.0,9900.0,2373.0,1617.0,,400.0,900.0,76.0,13.3,58.0
Bowling Green State University,OH,Ohio,Midwest,East North Central,public,9251.0,7333.0,1918.0,79.27,3076.0,14.0,45.0,13699.0,1213.0,3070.0,7452.0,1968.0,1384.0,660.0,600.0,1700.0,81.0,21.1,67.0
Capital University,OH,Ohio,Midwest,East North Central,private,1747.0,1382.0,365.0,79.11,449.0,34.0,66.0,1662.0,960.0,13050.0,13050.0,4000.0,,135.0,500.0,800.0,64.0,12.1,83.0
Case Western Reserve University,OH,Ohio,Midwest,East North Central,private,3877.0,3156.0,721.0,81.4,713.0,71.0,93.0,3051.0,513.0,15700.0,15700.0,2960.0,1770.0,125.0,525.0,1460.0,95.0,2.9,67.0
Cedarville College,OH,Ohio,Midwest,East North Central,private,1307.0,1090.0,217.0,83.4,616.0,25.0,55.0,2196.0,82.0,7344.0,7344.0,2370.0,2040.0,126.0,570.0,1000.0,50.0,15.3,64.0
Central State University,OH,Ohio,Midwest,East North Central,public,2222.0,1767.0,455.0,79.52,729.0,,,2636.0,625.0,1513.0,4731.0,4293.0,,1164.0,604.0,1164.0,49.0,21.1,
Cleveland State University,OH,Ohio,Midwest,East North Central,public,2407.0,2296.0,111.0,95.39,1304.0,5.0,19.0,7749.0,3961.0,3231.0,6462.0,,,,808.0,,91.0,18.5,35.0
College of Mount St. Joseph,OH,Ohio,Midwest,East North Central,private,798.0,620.0,178.0,77.69,238.0,14.0,41.0,1165.0,1232.0,9800.0,9800.0,2280.0,2150.0,50.0,400.0,1150.0,46.0,11.1,100.0
Franciscan University of Steubenville,OH,Ohio,Midwest,East North Central,private,553.0,452.0,101.0,81.74,228.0,22.0,49.0,1301.0,242.0,9650.0,9650.0,2200.0,2200.0,260.0,600.0,1000.0,57.0,14.9,83.0
College of Wooster,OH,Ohio,Midwest,East North Central,private,2100.0,1883.0,217.0,89.67,553.0,29.0,65.0,1704.0,1.0,16240.0,16240.0,2160.0,2530.0,,500.0,500.0,84.0,11.1,69.0
Defiance College,OH,Ohio,Midwest,East North Central,private,571.0,461.0,110.0,80.74,174.0,10.0,26.0,645.0,283.0,10850.0,10850.0,,,,400.0,1159.0,58.0,12.8,56.0
Denison University,OH,Ohio,Midwest,East North Central,private,2762.0,2279.0,483.0,82.51,533.0,32.0,60.0,1835.0,14.0,16900.0,16900.0,2600.0,2120.0,820.0,500.0,600.0,88.0,11.6,81.0
University of Findlay,OH,Ohio,Midwest,East North Central,private,2165.0,1783.0,382.0,82.36,412.0,20.0,43.0,1854.0,475.0,11800.0,11800.0,2460.0,2570.0,104.0,550.0,650.0,51.0,12.4,
Franklin University,OH,Ohio,Midwest,East North Central,private,1304.0,1300.0,4.0,99.69,871.0,4.0,15.0,1272.0,2733.0,3096.0,3096.0,,,,,,53.0,19.6,33.0
Heidelberg College,OH,Ohio,Midwest,East North Central,private,738.0,687.0,51.0,93.09,241.0,20.0,44.0,964.0,242.0,13780.0,13780.0,2004.0,2406.0,198.0,500.0,500.0,68.0,12.5,65.0
Hiram College,OH,Ohio,Midwest,East North Central,private,922.0,729.0,193.0,79.07,244.0,37.0,66.0,1000.0,275.0,14067.0,14067.0,,,270.0,400.0,1000.0,75.0,10.6,79.0
John Carroll University,OH,Ohio,Midwest,East North Central,private,2421.0,2109.0,312.0,87.11,820.0,27.0,57.0,3168.0,392.0,11700.0,11700.0,3000.0,2550.0,,600.0,450.0,89.0,14.5,89.0
Kent State University,OH,Ohio,Midwest,East North Central,public,9210.0,3040.0,6170.0,33.01,7425.0,10.0,30.0,15615.0,3230.0,3927.0,7854.0,,,,500.0,1350.0,81.0,20.8,46.0
Kenyon College,OH,Ohio,Midwest,East North Central,private,2212.0,1538.0,674.0,69.53,408.0,44.0,75.0,1445.0,1.0,19240.0,19240.0,1640.0,2050.0,610.0,750.0,480.0,95.0,11.1,88.0
Lourdes College,OH,Ohio,Midwest,East North Central,private,57.0,55.0,2.0,96.49,32.0,17.0,48.0,435.0,1174.0,6992.0,6992.0,,,300.0,720.0,3285.0,17.0,9.6,46.0
Malone College,OH,Ohio,Midwest,East North Central,private,874.0,758.0,116.0,86.73,428.0,21.0,46.0,1605.0,246.0,9858.0,9858.0,2020.0,1680.0,135.0,450.0,1200.0,42.0,17.6,55.0
Marietta College,OH,Ohio,Midwest,East North Central,private,1611.0,960.0,651.0,59.59,342.0,27.0,60.0,1089.0,210.0,13850.0,13850.0,2020.0,1900.0,270.0,470.0,810.0,80.0,13.2,96.0
Mount Union College,OH,Ohio,Midwest,East North Central,private,1310.0,1086.0,224.0,82.9,458.0,26.0,61.0,1365.0,144.0,12250.0,12250.0,1400.0,2130.0,700.0,400.0,1150.0,85.0,16.7,81.0
Muskingum College,OH,Ohio,Midwest,East North Central,private,1109.0,922.0,187.0,83.14,375.0,24.0,46.0,1115.0,70.0,13240.0,13240.0,1634.0,2280.0,386.0,600.0,800.0,73.0,13.4,73.0
Notre Dame College of Ohio,OH,Ohio,Midwest,East North Central,private,136.0,107.0,29.0,78.68,42.0,12.0,36.0,377.0,373.0,8064.0,8064.0,2420.0,,80.0,650.0,700.0,61.0,8.7,
Oberlin College,OH,Ohio,Midwest,East North Central,private,4778.0,2767.0,2011.0,57.91,678.0,50.0,89.0,2587.0,120.0,19670.0,19670.0,2920.0,2900.0,126.0,575.0,1119.0,77.0,10.1,83.0
Ohio Northern University,OH,Ohio,Midwest,East North Central,private,2936.0,2342.0,594.0,79.77,669.0,35.0,62.0,2502.0,66.0,15990.0,15990.0,1785.0,2295.0,,600.0,825.0,73.0,14.5,83.0
Ohio University,OH,Ohio,Midwest,East North Central,public,11023.0,8298.0,2725.0,75.28,3183.0,21.0,54.0,14861.0,1310.0,3552.0,7629.0,2013.0,2082.0,357.0,550.0,2300.0,79.0,20.4,64.0
Ohio Wesleyan University,OH,Ohio,Midwest,East North Central,private,2190.0,1700.0,490.0,77.63,458.0,36.0,65.0,1780.0,48.0,16732.0,16732.0,2860.0,2790.0,,550.0,550.0,93.0,12.1,75.0
Otterbein College,OH,Ohio,Midwest,East North Central,private,1496.0,1205.0,291.0,80.55,428.0,26.0,57.0,1648.0,936.0,12888.0,12888.0,,,,420.0,840.0,62.0,13.9,87.0
Tiffin University,OH,Ohio,Midwest,East North Central,private,845.0,734.0,111.0,86.86,254.0,5.0,21.0,662.0,351.0,7600.0,7600.0,1800.0,2000.0,125.0,600.0,1200.0,59.0,19.0,39.0
University of Akron,OH,Ohio,Midwest,East North Central,public,6305.0,5190.0,1115.0,82.32,3211.0,,,12487.0,9295.0,2888.0,7650.0,2454.0,1390.0,304.0,550.0,2100.0,71.0,16.7,43.0
University of Cincinnati,OH,Ohio,Midwest,East North Central,public,6855.0,5553.0,1302.0,81.01,2408.0,26.0,57.0,11036.0,2011.0,3234.0,8907.0,2703.0,1994.0,498.0,556.0,1851.0,89.0,10.8,54.0
University of Dayton,OH,Ohio,Midwest,East North Central,private,6361.0,5293.0,1068.0,83.21,1507.0,26.0,51.0,5889.0,665.0,11380.0,11380.0,2160.0,2060.0,450.0,500.0,900.0,81.0,14.8,93.0
University of Toledo,OH,Ohio,Midwest,East North Central,public,3055.0,2959.0,96.0,96.86,1527.0,,,15428.0,5370.0,2693.0,7441.0,2564.0,1155.0,706.0,550.0,500.0,81.0,20.4,48.0
Urbana University,OH,Ohio,Midwest,East North Central,private,318.0,265.0,53.0,83.33,132.0,12.0,45.0,745.0,203.0,8468.0,8468.0,1760.0,2380.0,477.0,500.0,750.0,68.0,15.0,
Ursuline College,OH,Ohio,Midwest,East North Central,private,325.0,260.0,65.0,80.0,86.0,21.0,47.0,699.0,717.0,9600.0,9600.0,2270.0,1932.0,210.0,450.0,750.0,39.0,10.5,68.0
Walsh University,OH,Ohio,Midwest,East North Central,private,1092.0,890.0,202.0,81.5,477.0,27.0,92.0,847.0,497.0,8670.0,8670.0,,,300.0,500.0,1450.0,42.0,11.3,68.0
Wilberforce University,OH,Ohio,Midwest,East North Central,private,1259.0,691.0,568.0,54.88,227.0,24.0,54.0,775.0,,6346.0,6346.0,1632.0,1760.0,300.0,550.0,,26.0,13.4,
Wilmington College,OH,Ohio,Midwest,East North Central,private,709.0,602.0,107.0,84.91,225.0,15.0,37.0,1372.0,611.0,10230.0,10230.0,,4110.0,180.0,500.0,1000.0,59.0,13.3,67.0
Wittenberg University,OH,Ohio,Midwest,East North Central,private,1979.0,1739.0,240.0,87.87,575.0,42.0,68.0,1980.0,144.0,15948.0,15948.0,2190.0,2214.0,822.0,400.0,800.0,82.0,12.8,78.0
Xavier University,OH,Ohio,Midwest,East North Central,private,1959.0,1805.0,154.0,92.14,695.0,24.0,47.0,2849.0,1107.0,11520.0,11520.0,2600.0,2360.0,10.0,600.0,1250.0,73.0,13.3,83.0
Youngstown State University,OH,Ohio,Midwest,East North Central,public,3297.0,2903.0,394.0,88.05,1907.0,13.0,32.0,9633.0,3662.0,2196.0,4536.0,,,594.0,570.0,1410.0,71.0,18.0,50.0
Ohio State University at Columbus,OH,Ohio,Midwest,East North Central,public,15076.0,12860.0,2216.0,85.3,5330.0,24.0,52.0,31039.0,6005.0,3087.0,9315.0,,,,525.0,2550.0,,13.1,56.0
Mount Vernon Nazarene College,OH,Ohio,Midwest,East North Central,private,510.0,485.0,25.0,95.1,334.0,18.0,36.0,1114.0,94.0,7400.0,7400.0,,,516.0,600.0,600.0,57.0,19.8,58.0
Miami University at Oxford,OH,Ohio,Midwest,East North Central,public,9239.0,7788.0,1451.0,84.29,3290.0,35.0,39.0,13606.0,807.0,3740.0,8856.0,1860.0,2100.0,798.0,500.0,1382.0,81.0,17.6,85.0
Antioch University,OH,Ohio,Midwest,East North Central,private,713.0,661.0,52.0,92.71,252.0,25.0,44.0,712.0,23.0,15476.0,15476.0,1538.0,1798.0,1404.0,400.0,1100.0,69.0,11.3,48.0
Wright State University,OH,Ohio,Midwest,East North Central,public,,,,,,11.0,30.0,9967.0,3732.0,,,,,,,,80.0,8.1,
Shawnee State University,OH,Ohio,Midwest,East North Central,public,1406.0,1406.0,0.0,100.0,952.0,,,2536.0,1100.0,2262.0,4128.0,,,393.0,,,42.0,17.3,
Southern Nazarene University,OK,Oklahoma,South,West South Central,private,538.0,538.0,0.0,100.0,319.0,,,1317.0,201.0,6293.0,6293.0,1876.0,1841.0,348.0,400.0,3400.0,65.0,20.8,44.0
Cameron University,OK,Oklahoma,South,West South Central,private,1782.0,1695.0,87.0,95.12,1238.0,15.0,39.0,3302.0,2686.0,1640.0,4017.0,,,,650.0,1850.0,55.0,19.9,36.0
Bartlesville Wesleyan College,OK,Oklahoma,South,West South Central,private,149.0,114.0,35.0,76.51,81.0,19.0,41.0,344.0,150.0,5950.0,5950.0,1300.0,1600.0,85.0,500.0,,38.0,8.4,
University of Central Oklahoma,OK,Oklahoma,South,West South Central,public,3398.0,3191.0,207.0,93.91,1326.0,9.0,38.0,7517.0,4525.0,1133.0,1928.0,,,140.0,500.0,1400.0,65.0,22.8,31.0
East Central University,OK,Oklahoma,South,West South Central,public,600.0,550.0,50.0,91.67,520.0,10.0,39.0,3255.0,558.0,1695.0,3590.0,,,,400.0,1801.0,64.0,18.5,
Langston University,OK,Oklahoma,South,West South Central,private,1171.0,710.0,461.0,60.63,400.0,,,3236.0,434.0,1604.0,2064.0,1484.0,1096.0,250.0,500.0,2106.0,69.0,41.7,
Northeastern State University,OK,Oklahoma,South,West South Central,public,1378.0,1182.0,196.0,85.78,,,,4952.0,2123.0,1338.0,2280.0,,,,400.0,,62.0,20.2,25.0
Northwestern Oklahoma State University,OK,Oklahoma,South,West South Central,public,620.0,410.0,210.0,66.13,346.0,,,,,,,,,,,,40.0,16.2,29.0
Oklahoma Baptist University,OK,Oklahoma,South,West South Central,private,758.0,681.0,77.0,89.84,484.0,35.0,59.0,1707.0,705.0,5390.0,5390.0,1350.0,1790.0,530.0,515.0,1290.0,63.0,15.1,50.0
Oklahoma Christian University,OK,Oklahoma,South,West South Central,private,776.0,765.0,11.0,98.58,351.0,22.0,44.0,1419.0,228.0,6400.0,6400.0,1650.0,1500.0,280.0,500.0,1900.0,58.0,16.2,45.0
Oklahoma City University,OK,Oklahoma,South,West South Central,private,940.0,653.0,287.0,69.47,275.0,30.0,52.0,1613.0,541.0,,,,,,,,59.0,14.6,40.0
University of Sci. and Arts of Oklahoma,OK,Oklahoma,South,West South Central,public,285.0,280.0,5.0,98.25,208.0,21.0,43.0,1140.0,473.0,1408.0,3687.0,640.0,1280.0,172.0,600.0,1800.0,67.0,23.6,43.0
Oklahoma State University,OK,Oklahoma,South,West South Central,public,4522.0,3913.0,609.0,86.53,2181.0,29.0,57.0,12830.0,1658.0,1889.0,5336.0,1758.0,1588.0,40.0,800.0,3100.0,84.0,15.3,48.0
Oklahoma Panhandle State University,OK,Oklahoma,South,West South Central,public,350.0,343.0,7.0,98.0,251.0,8.0,27.0,1117.0,117.0,1212.0,3274.0,1200.0,600.0,217.0,90.0,1800.0,58.0,18.1,29.0
